County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
2355,"Charleston-North Charleston, SC MSA",Charleston County,SC," $16,160 "," $9,482 "," $12,512 "," $11,129 "," $9,291 "," $9,072 "," $67,646 "
2356,"Cherokee County, SC",Cherokee County,SC," $9,104 "," $6,984 "," $12,428 "," $13,011 "," $5,829 "," $4,056 "," $51,414 "
2357,"Chester County, SC HUD Metro FMR Area",Chester County,SC," $9,304 "," $7,548 "," $12,992 "," $12,954 "," $6,106 "," $5,025 "," $53,929 "
2358,"Chesterfield County, SC",Chesterfield County,SC," $9,107 "," $7,494 "," $12,765 "," $12,652 "," $6,015 "," $4,208 "," $52,242 "
2359,"Clarendon County, SC",Clarendon County,SC," $8,548 "," $7,468 "," $12,807 "," $11,844 "," $5,803 "," $3,683 "," $50,153 "
2360,"Colleton County, SC",Colleton County,SC," $9,043 "," $8,139 "," $12,760 "," $11,575 "," $6,226 "," $4,108 "," $51,851 "
2361,"Darlington County, SC HUD Metro FMR Area",Darlington County,SC," $8,861 "," $7,844 "," $12,630 "," $12,595 "," $6,053 "," $4,643 "," $52,625 "
2362,"Dillon County, SC",Dillon County,SC," $8,730 "," $7,494 "," $12,464 "," $12,652 "," $5,879 "," $3,931 "," $51,151 "
2363,"Charleston-North Charleston, SC MSA",Dorchester County,SC," $14,924 "," $8,596 "," $13,278 "," $11,398 "," $8,522 "," $8,251 "," $64,970 "
2364,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",Edgefield County,SC," $7,791 "," $8,273 "," $14,268 "," $11,518 "," $5,821 "," $4,475 "," $52,147 "
2365,"Columbia, SC HUD Metro FMR Area",Fairfield County,SC," $9,504 "," $8,703 "," $14,181 "," $13,343 "," $6,597 "," $6,132 "," $58,460 "
2366,"Florence, SC HUD Metro FMR Area",Florence County,SC," $10,282 "," $7,199 "," $12,634 "," $12,595 "," $6,334 "," $5,167 "," $54,211 "
2367,"Georgetown County, SC",Georgetown County,SC," $10,860 "," $8,972 "," $13,234 "," $11,755 "," $7,186 "," $5,681 "," $57,688 "
2368,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",Greenville County,SC," $12,816 "," $8,220 "," $12,876 "," $11,667 "," $7,622 "," $6,809 "," $60,011 "
2369,"Greenwood County, SC",Greenwood County,SC," $9,623 "," $7,441 "," $12,758 "," $11,066 "," $6,183 "," $3,914 "," $50,985 "
2370,"Hampton County, SC",Hampton County,SC," $9,073 "," $9,214 "," $13,104 "," $12,263 "," $6,626 "," $5,022 "," $55,302 "
2371,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",Horry County,SC," $11,672 "," $8,005 "," $12,339 "," $11,907 "," $7,130 "," $5,931 "," $56,984 "
2372,"Jasper County, SC HUD Metro FMR Area",Jasper County,SC," $11,914 "," $8,945 "," $12,997 "," $11,488 "," $7,558 "," $6,551 "," $59,452 "
2373,"Kershaw County, SC HUD Metro FMR Area",Kershaw County,SC," $9,839 "," $8,139 "," $13,516 "," $13,164 "," $6,514 "," $5,833 "," $57,004 "
2374,"Lancaster County, SC HUD Metro FMR Area",Lancaster County,SC," $10,626 "," $7,736 "," $13,525 "," $13,523 "," $6,653 "," $6,150 "," $58,214 "
2375,"Laurens County, SC HUD Metro FMR Area",Laurens County,SC," $10,229 "," $6,930 "," $12,717 "," $11,248 "," $6,217 "," $4,588 "," $51,930 "
2376,"Lee County, SC",Lee County,SC," $8,864 "," $7,468 "," $12,980 "," $13,221 "," $5,918 "," $4,376 "," $52,827 "
2377,"Columbia, SC HUD Metro FMR Area",Lexington County,SC," $12,240 "," $7,871 "," $13,260 "," $13,672 "," $7,287 "," $7,098 "," $61,428 "
2378,"McCormick County, SC",McCormick County,SC," $9,157 "," $7,817 "," $13,537 "," $10,947 "," $6,150 "," $4,101 "," $51,709 "
2379,"Marion County, SC",Marion County,SC," $8,884 "," $7,280 "," $12,556 "," $12,622 "," $5,857 "," $3,915 "," $51,112 "
2380,"Marlboro County, SC",Marlboro County,SC," $8,950 "," $7,172 "," $12,633 "," $12,652 "," $5,842 "," $3,964 "," $51,212 "
2381,"Newberry County, SC",Newberry County,SC," $10,265 "," $7,387 "," $13,512 "," $12,114 "," $6,396 "," $4,895 "," $54,568 "
2382,"Oconee County, SC",Oconee County,SC," $9,529 "," $6,957 "," $13,296 "," $12,173 "," $5,974 "," $4,242 "," $52,172 "
2383,"Orangeburg County, SC",Orangeburg County,SC," $8,830 "," $6,984 "," $12,642 "," $11,455 "," $5,730 "," $3,428 "," $49,068 "
2384,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",Pickens County,SC," $10,722 "," $7,924 "," $13,398 "," $12,715 "," $6,756 "," $6,014 "," $57,529 "
2385,"Columbia, SC HUD Metro FMR Area",Richland County,SC," $12,974 "," $8,488 "," $12,340 "," $13,463 "," $7,777 "," $7,428 "," $62,470 "
2386,"Columbia, SC HUD Metro FMR Area",Saluda County,SC," $8,823 "," $8,784 "," $14,316 "," $11,757 "," $6,380 "," $5,336 "," $55,396 "
2387,"Spartanburg, SC HUD Metro FMR Area",Spartanburg County,SC," $11,114 "," $7,548 "," $12,745 "," $11,877 "," $6,762 "," $5,522 "," $55,569 "
2388,"Sumter, SC MSA",Sumter County,SC," $10,706 "," $7,548 "," $12,440 "," $12,655 "," $6,614 "," $5,488 "," $55,452 "
2389,"Union County, SC HUD Metro FMR Area",Union County,SC," $9,414 "," $7,521 "," $12,841 "," $11,907 "," $6,136 "," $4,678 "," $52,497 "
2390,"Williamsburg County, SC",Williamsburg County,SC," $8,548 "," $8,005 "," $12,985 "," $11,485 "," $5,998 "," $3,872 "," $50,892 "
2391,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",York County,SC," $13,932 "," $8,354 "," $13,661 "," $12,954 "," $8,075 "," $8,229 "," $65,206 "
2392,"Aurora County, SD",Aurora County,SD," $9,050 "," $8,811 "," $14,674 "," $16,106 "," $6,472 "," $5,498 "," $60,611 "
2393,"Beadle County, SD",Beadle County,SD," $9,707 "," $8,488 "," $12,738 "," $16,106 "," $6,593 "," $5,234 "," $58,867 "
2394,"Bennett County, SD",Bennett County,SD," $9,084 "," $8,838 "," $13,444 "," $19,996 "," $6,494 "," $6,229 "," $64,084 "
2395,"Bon Homme County, SD",Bon Homme County,SD," $9,452 "," $8,784 "," $14,519 "," $16,106 "," $6,608 "," $5,645 "," $61,114 "
2396,"Brookings County, SD",Brookings County,SD," $10,519 "," $9,187 "," $12,953 "," $16,106 "," $7,140 "," $5,974 "," $61,879 "
2397,"Brown County, SD",Brown County,SD," $10,172 "," $8,730 "," $13,007 "," $13,084 "," $6,849 "," $4,857 "," $56,699 "
2398,"Brule County, SD",Brule County,SD," $9,649 "," $9,321 "," $13,891 "," $16,106 "," $6,874 "," $5,818 "," $61,659 "
2399,"Buffalo County, SD",Buffalo County,SD," $9,001 "," $8,676 "," $13,473 "," $16,106 "," $6,405 "," $5,172 "," $58,834 "
2400,"Butte County, SD",Butte County,SD," $9,931 "," $8,838 "," $13,418 "," $19,996 "," $6,801 "," $6,652 "," $65,635 "
2401,"Campbell County, SD",Campbell County,SD," $9,649 "," $8,085 "," $14,966 "," $16,106 "," $6,426 "," $5,650 "," $60,882 "
2402,"Charles Mix County, SD",Charles Mix County,SD," $9,199 "," $8,730 "," $14,026 "," $16,106 "," $6,496 "," $5,395 "," $59,953 "
2403,"Clark County, SD",Clark County,SD," $9,001 "," $8,703 "," $14,873 "," $16,106 "," $6,415 "," $5,511 "," $60,609 "
2404,"Clay County, SD",Clay County,SD," $9,890 "," $8,300 "," $12,575 "," $16,106 "," $6,591 "," $5,275 "," $58,737 "
2405,"Codington County, SD",Codington County,SD," $9,793 "," $8,569 "," $12,880 "," $16,106 "," $6,653 "," $5,399 "," $59,400 "
2406,"Corson County, SD",Corson County,SD," $9,059 "," $7,817 "," $13,897 "," $16,106 "," $6,115 "," $4,995 "," $57,987 "
2407,"Custer County, SD HUD Metro FMR Area",Custer County,SD," $11,611 "," $8,703 "," $14,497 "," $20,200 "," $7,361 "," $8,182 "," $70,554 "
2408,"Davison County, SD",Davison County,SD," $9,685 "," $8,596 "," $13,156 "," $16,106 "," $6,624 "," $5,426 "," $59,593 "
2409,"Day County, SD",Day County,SD," $9,563 "," $8,649 "," $14,161 "," $16,106 "," $6,599 "," $5,585 "," $60,663 "
2410,"Deuel County, SD",Deuel County,SD," $9,734 "," $8,838 "," $15,097 "," $16,106 "," $6,729 "," $5,971 "," $62,475 "
2411,"Dewey County, SD",Dewey County,SD," $9,001 "," $8,569 "," $12,933 "," $16,106 "," $6,366 "," $4,972 "," $57,948 "
2412,"Douglas County, SD",Douglas County,SD," $9,575 "," $8,811 "," $14,301 "," $16,106 "," $6,662 "," $5,694 "," $61,147 "
2413,"Edmunds County, SD",Edmunds County,SD," $9,684 "," $8,623 "," $15,158 "," $16,106 "," $6,633 "," $5,936 "," $62,139 "
2414,"Fall River County, SD",Fall River County,SD," $9,330 "," $8,623 "," $13,655 "," $19,996 "," $6,505 "," $6,394 "," $64,502 "
2415,"Faulk County, SD",Faulk County,SD," $9,001 "," $8,542 "," $14,505 "," $16,106 "," $6,357 "," $5,389 "," $59,901 "
2416,"Grant County, SD",Grant County,SD," $9,202 "," $8,649 "," $14,239 "," $16,106 "," $6,468 "," $5,453 "," $60,117 "
2417,"Gregory County, SD",Gregory County,SD," $9,342 "," $9,321 "," $14,324 "," $16,106 "," $6,762 "," $5,769 "," $61,625 "
2418,"Haakon County, SD",Haakon County,SD," $9,698 "," $8,649 "," $14,656 "," $19,996 "," $6,648 "," $6,788 "," $66,436 "
2419,"Hamlin County, SD",Hamlin County,SD," $9,419 "," $8,838 "," $14,841 "," $16,106 "," $6,615 "," $5,714 "," $61,532 "
2420,"Hand County, SD",Hand County,SD," $9,457 "," $8,435 "," $14,098 "," $16,106 "," $6,483 "," $5,459 "," $60,037 "
2421,"Hanson County, SD",Hanson County,SD," $9,649 "," $8,703 "," $15,390 "," $16,106 "," $6,650 "," $5,972 "," $62,470 "
2422,"Harding County, SD",Harding County,SD," $9,804 "," $9,160 "," $15,037 "," $19,996 "," $6,871 "," $7,119 "," $67,987 "
2423,"Hughes County, SD",Hughes County,SD," $10,027 "," $8,649 "," $12,890 "," $16,106 "," $6,767 "," $5,556 "," $59,996 "
2424,"Hutchinson County, SD",Hutchinson County,SD," $9,300 "," $8,676 "," $14,021 "," $16,106 "," $6,514 "," $5,405 "," $60,021 "
2425,"Hyde County, SD",Hyde County,SD," $9,066 "," $8,596 "," $15,256 "," $16,106 "," $6,400 "," $5,617 "," $61,040 "
2426,"Jackson County, SD",Jackson County,SD," $9,751 "," $8,703 "," $13,771 "," $19,996 "," $6,687 "," $6,592 "," $65,500 "
2427,"Jerauld County, SD",Jerauld County,SD," $9,751 "," $8,488 "," $14,022 "," $16,106 "," $6,609 "," $5,580 "," $60,557 "
2428,"Jones County, SD",Jones County,SD," $9,203 "," $8,784 "," $14,497 "," $19,996 "," $6,517 "," $6,560 "," $65,557 "
2429,"Kingsbury County, SD",Kingsbury County,SD," $9,649 "," $8,703 "," $14,655 "," $16,106 "," $6,650 "," $5,773 "," $61,536 "
2430,"Lake County, SD",Lake County,SD," $9,649 "," $8,354 "," $14,242 "," $16,106 "," $6,523 "," $5,578 "," $60,452 "
2431,"Lawrence County, SD",Lawrence County,SD," $9,652 "," $9,321 "," $13,625 "," $19,996 "," $6,875 "," $6,799 "," $66,267 "
2432,"Sioux Falls, SD MSA",Lincoln County,SD," $13,144 "," $8,139 "," $13,443 "," $13,287 "," $7,712 "," $6,727 "," $62,452 "
2433,"Lyman County, SD",Lyman County,SD," $9,030 "," $8,972 "," $14,578 "," $16,106 "," $6,523 "," $5,559 "," $60,767 "
2434,"Sioux Falls, SD MSA",McCook County,SD," $7,848 "," $8,300 "," $15,122 "," $16,310 "," $5,851 "," $5,372 "," $58,804 "
2435,"McPherson County, SD",McPherson County,SD," $9,916 "," $8,649 "," $13,964 "," $16,106 "," $6,727 "," $5,718 "," $61,080 "
2436,"Marshall County, SD",Marshall County,SD," $9,472 "," $8,811 "," $14,426 "," $16,106 "," $6,624 "," $5,674 "," $61,113 "
2437,"Meade County, SD HUD Metro FMR Area",Meade County,SD," $11,272 "," $8,193 "," $13,221 "," $20,200 "," $7,053 "," $7,624 "," $67,562 "
2438,"Mellette County, SD",Mellette County,SD," $9,001 "," $9,402 "," $14,245 "," $19,996 "," $6,668 "," $6,615 "," $65,926 "
2439,"Miner County, SD",Miner County,SD," $9,001 "," $8,757 "," $14,448 "," $16,106 "," $6,434 "," $5,448 "," $60,194 "
2440,"Sioux Falls, SD MSA",Minnehaha County,SD," $11,097 "," $8,247 "," $12,421 "," $13,287 "," $7,009 "," $5,491 "," $57,552 "
2441,"Moody County, SD",Moody County,SD," $9,122 "," $8,354 "," $14,387 "," $16,106 "," $6,332 "," $5,356 "," $59,658 "
2442,Oglala Lakota County,Oglala Lakota County,SD," $9,001 "," $8,435 "," $12,818 "," $19,996 "," $6,318 "," $5,853 "," $62,421 "
2443,"Rapid City, SD HUD Metro FMR Area",Pennington County,SD," $11,627 "," $8,649 "," $12,479 "," $20,200 "," $7,347 "," $7,761 "," $68,063 "
2444,"Perkins County, SD",Perkins County,SD," $9,001 "," $9,160 "," $13,955 "," $19,996 "," $6,580 "," $6,475 "," $65,167 "
2445,"Potter County, SD",Potter County,SD," $9,304 "," $8,515 "," $14,001 "," $16,106 "," $6,456 "," $5,399 "," $59,782 "
2446,"Roberts County, SD",Roberts County,SD," $9,185 "," $8,918 "," $13,803 "," $16,106 "," $6,559 "," $5,398 "," $59,969 "
2447,"Sanborn County, SD",Sanborn County,SD," $9,108 "," $8,488 "," $14,460 "," $16,106 "," $6,376 "," $5,433 "," $59,971 "
2448,"Spink County, SD",Spink County,SD," $9,107 "," $8,542 "," $13,842 "," $16,106 "," $6,395 "," $5,233 "," $59,225 "
2449,"Stanley County, SD",Stanley County,SD," $10,366 "," $8,649 "," $13,640 "," $16,106 "," $6,890 "," $5,849 "," $61,500 "
2450,"Sully County, SD",Sully County,SD," $9,228 "," $8,488 "," $14,837 "," $16,106 "," $6,419 "," $5,550 "," $60,629 "
2451,"Todd County, SD",Todd County,SD," $9,241 "," $9,536 "," $12,986 "," $19,996 "," $6,804 "," $6,408 "," $64,971 "
2452,"Tripp County, SD",Tripp County,SD," $9,145 "," $9,455 "," $13,687 "," $16,106 "," $6,740 "," $5,562 "," $60,696 "
2453,"Sioux Falls, SD MSA",Turner County,SD," $9,022 "," $8,327 "," $15,038 "," $16,310 "," $6,286 "," $5,928 "," $60,911 "
2454,"Sioux City, IA-NE-SD HUD Metro FMR Area",Union County,SD," $11,144 "," $8,300 "," $13,577 "," $16,310 "," $7,046 "," $6,534 "," $62,911 "
2455,"Walworth County, SD",Walworth County,SD," $9,359 "," $8,112 "," $13,287 "," $16,106 "," $6,330 "," $5,086 "," $58,281 "
2456,"Yankton County, SD",Yankton County,SD," $9,392 "," $8,569 "," $13,107 "," $16,106 "," $6,508 "," $5,205 "," $58,887 "
2457,"Ziebach County, SD",Ziebach County,SD," $9,016 "," $8,623 "," $13,571 "," $19,996 "," $6,391 "," $6,151 "," $63,748 "
2458,"Knoxville, TN HUD Metro FMR Area",Anderson County,TN," $10,200 "," $8,542 "," $13,371 "," $11,937 "," $6,791 "," $4,548 "," $55,390 "
2459,"Bedford County, TN",Bedford County,TN," $10,006 "," $8,300 "," $13,024 "," $13,730 "," $6,633 "," $4,409 "," $56,102 "
2460,"Benton County, TN",Benton County,TN," $8,573 "," $8,435 "," $13,169 "," $12,293 "," $6,162 "," $3,599 "," $52,232 "
2461,"Bledsoe County, TN",Bledsoe County,TN," $9,013 "," $8,945 "," $13,701 "," $12,981 "," $6,507 "," $4,240 "," $55,387 "
2462,"Knoxville, TN HUD Metro FMR Area",Blount County,TN," $10,717 "," $8,811 "," $13,560 "," $11,937 "," $7,076 "," $4,901 "," $57,001 "
2463,"Cleveland, TN MSA",Bradley County,TN," $10,495 "," $8,838 "," $12,699 "," $12,924 "," $7,005 "," $4,839 "," $56,800 "
2464,"Campbell County, TN HUD Metro FMR Area",Campbell County,TN," $8,753 "," $8,408 "," $12,832 "," $11,937 "," $6,218 "," $3,801 "," $51,947 "
2465,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Cannon County,TN," $9,048 "," $8,381 "," $14,650 "," $12,415 "," $6,315 "," $4,408 "," $55,217 "
2466,"Carroll County, TN",Carroll County,TN," $8,602 "," $8,085 "," $13,341 "," $12,293 "," $6,046 "," $3,527 "," $51,894 "
2467,"Johnson City, TN MSA",Carter County,TN," $8,564 "," $8,864 "," $12,959 "," $12,565 "," $6,315 "," $4,007 "," $53,275 "
2468,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Cheatham County,TN," $14,077 "," $8,408 "," $14,402 "," $13,194 "," $8,147 "," $6,753 "," $64,981 "
2469,"Jackson, TN HUD Metro FMR Area",Chester County,TN," $8,695 "," $7,817 "," $13,659 "," $12,236 "," $5,983 "," $3,820 "," $52,209 "
2470,"Claiborne County, TN",Claiborne County,TN," $8,395 "," $8,327 "," $13,093 "," $11,994 "," $6,059 "," $3,408 "," $51,277 "
2471,"Clay County, TN",Clay County,TN," $8,977 "," $8,273 "," $13,615 "," $12,473 "," $6,251 "," $3,850 "," $53,439 "
2472,"Cocke County, TN",Cocke County,TN," $8,941 "," $8,327 "," $12,906 "," $11,994 "," $6,257 "," $3,629 "," $52,054 "
2473,"Coffee County, TN",Coffee County,TN," $9,406 "," $8,139 "," $12,964 "," $13,730 "," $6,357 "," $4,158 "," $54,753 "
2474,"Crockett County, TN HUD Metro FMR Area",Crockett County,TN," $8,696 "," $7,978 "," $13,460 "," $12,236 "," $6,042 "," $3,884 "," $52,297 "
2475,"Cumberland County, TN",Cumberland County,TN," $8,908 "," $8,864 "," $13,369 "," $12,473 "," $6,439 "," $3,975 "," $54,028 "
2476,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Davidson County,TN," $15,702 "," $8,972 "," $11,999 "," $13,194 "," $8,940 "," $7,099 "," $65,906 "
2477,"Decatur County, TN",Decatur County,TN," $8,458 "," $8,300 "," $13,590 "," $12,293 "," $6,072 "," $3,611 "," $52,324 "
2478,"DeKalb County, TN",DeKalb County,TN," $8,797 "," $8,461 "," $13,806 "," $12,473 "," $6,253 "," $3,889 "," $53,680 "
2479,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Dickson County,TN," $11,142 "," $7,736 "," $14,063 "," $13,672 "," $6,840 "," $5,233 "," $58,687 "
2480,"Dyer County, TN",Dyer County,TN," $8,971 "," $8,327 "," $13,051 "," $12,293 "," $6,268 "," $3,717 "," $52,627 "
2481,"Memphis, TN-MS-AR HUD Metro FMR Area",Fayette County,TN," $9,491 "," $8,488 "," $14,166 "," $11,189 "," $6,515 "," $4,235 "," $54,083 "
2482,"Fentress County, TN",Fentress County,TN," $8,404 "," $8,408 "," $13,720 "," $12,473 "," $6,091 "," $3,719 "," $52,815 "
2483,"Franklin County, TN",Franklin County,TN," $8,963 "," $8,354 "," $13,449 "," $12,981 "," $6,275 "," $3,978 "," $53,999 "
2484,"Gibson County, TN",Gibson County,TN," $8,965 "," $8,085 "," $13,155 "," $12,293 "," $6,178 "," $3,679 "," $52,356 "
2485,"Giles County, TN",Giles County,TN," $8,705 "," $8,703 "," $13,364 "," $13,730 "," $6,308 "," $4,117 "," $54,926 "
2486,"Grainger County, TN HUD Metro FMR Area",Grainger County,TN," $9,010 "," $8,005 "," $13,405 "," $11,937 "," $6,165 "," $3,865 "," $52,386 "
2487,"Greene County, TN",Greene County,TN," $9,018 "," $7,897 "," $12,801 "," $12,622 "," $6,129 "," $3,625 "," $52,093 "
2488,"Grundy County, TN",Grundy County,TN," $8,678 "," $8,838 "," $13,584 "," $12,981 "," $6,347 "," $4,023 "," $54,451 "
2489,"Morristown, TN MSA",Hamblen County,TN," $10,198 "," $7,844 "," $12,385 "," $11,937 "," $6,537 "," $4,058 "," $52,959 "
2490,"Chattanooga, TN-GA MSA",Hamilton County,TN," $11,335 "," $9,160 "," $12,474 "," $12,924 "," $7,426 "," $5,249 "," $58,569 "
2491,"Hancock County, TN",Hancock County,TN," $8,701 "," $8,032 "," $13,647 "," $12,622 "," $6,063 "," $3,755 "," $52,820 "
2492,"Hardeman County, TN",Hardeman County,TN," $8,548 "," $7,790 "," $13,150 "," $12,293 "," $5,920 "," $3,388 "," $51,088 "
2493,"Hardin County, TN",Hardin County,TN," $8,419 "," $8,166 "," $13,613 "," $12,293 "," $6,009 "," $3,580 "," $52,080 "
2494,"Kingsport-Bristol-Bristol, TN-VA MSA",Hawkins County,TN," $8,639 "," $8,649 "," $13,358 "," $12,565 "," $6,264 "," $4,068 "," $53,543 "
2495,"Haywood County, TN",Haywood County,TN," $8,682 "," $8,059 "," $13,063 "," $11,246 "," $6,066 "," $3,273 "," $50,388 "
2496,"Henderson County, TN",Henderson County,TN," $8,716 "," $8,193 "," $13,297 "," $12,293 "," $6,127 "," $3,600 "," $52,225 "
2497,"Henry County, TN",Henry County,TN," $8,502 "," $8,542 "," $13,246 "," $12,293 "," $6,176 "," $3,620 "," $52,379 "
2498,"Hickman County, TN HUD Metro FMR Area",Hickman County,TN," $10,210 "," $8,273 "," $13,288 "," $13,672 "," $6,697 "," $4,856 "," $56,996 "
2499,"Houston County, TN",Houston County,TN," $8,998 "," $8,381 "," $13,480 "," $13,730 "," $6,297 "," $4,133 "," $55,018 "
2500,"Humphreys County, TN",Humphreys County,TN," $8,890 "," $8,112 "," $13,932 "," $13,730 "," $6,160 "," $4,155 "," $54,979 "
2501,"Jackson County, TN",Jackson County,TN," $8,346 "," $8,354 "," $13,665 "," $12,473 "," $6,051 "," $3,639 "," $52,528 "
2502,"Morristown, TN MSA",Jefferson County,TN," $9,449 "," $8,703 "," $13,072 "," $11,937 "," $6,577 "," $4,182 "," $53,920 "
2503,"Johnson County, TN",Johnson County,TN," $8,358 "," $8,569 "," $13,391 "," $12,622 "," $6,133 "," $3,699 "," $52,772 "
2504,"Knoxville, TN HUD Metro FMR Area",Knox County,TN," $12,131 "," $8,864 "," $12,779 "," $11,937 "," $7,608 "," $5,348 "," $58,667 "
2505,"Lake County, TN",Lake County,TN," $8,346 "," $7,629 "," $12,698 "," $12,293 "," $5,788 "," $3,160 "," $49,914 "
2506,"Lauderdale County, TN",Lauderdale County,TN," $8,567 "," $7,763 "," $12,709 "," $11,246 "," $5,917 "," $3,065 "," $49,267 "
2507,"Lawrence County, TN",Lawrence County,TN," $8,689 "," $8,085 "," $13,370 "," $13,730 "," $6,078 "," $3,925 "," $53,877 "
2508,"Lewis County, TN",Lewis County,TN," $8,711 "," $8,300 "," $13,585 "," $13,730 "," $6,164 "," $4,041 "," $54,531 "
2509,"Lincoln County, TN",Lincoln County,TN," $8,922 "," $8,703 "," $13,541 "," $13,730 "," $6,386 "," $4,240 "," $55,522 "
2510,"Knoxville, TN HUD Metro FMR Area",Loudon County,TN," $10,907 "," $7,978 "," $13,948 "," $11,937 "," $6,843 "," $4,797 "," $56,411 "
2511,"McMinn County, TN",McMinn County,TN," $9,260 "," $8,649 "," $13,259 "," $12,981 "," $6,489 "," $4,088 "," $54,728 "
2512,"McNairy County, TN",McNairy County,TN," $8,663 "," $7,951 "," $13,614 "," $12,293 "," $6,020 "," $3,625 "," $52,166 "
2513,"Macon County, TN HUD Metro FMR Area",Macon County,TN," $9,199 "," $8,461 "," $13,148 "," $12,415 "," $6,399 "," $4,177 "," $53,799 "
2514,"Jackson, TN HUD Metro FMR Area",Madison County,TN," $11,181 "," $7,897 "," $12,785 "," $12,236 "," $6,913 "," $4,654 "," $55,666 "
2515,"Chattanooga, TN-GA MSA",Marion County,TN," $9,089 "," $8,623 "," $13,740 "," $12,924 "," $6,418 "," $4,415 "," $55,209 "
2516,"Marshall County, TN",Marshall County,TN," $9,683 "," $8,220 "," $13,415 "," $13,730 "," $6,487 "," $4,332 "," $55,866 "
2517,"Maury County, TN HUD Metro FMR Area",Maury County,TN," $12,736 "," $8,354 "," $13,101 "," $13,672 "," $7,642 "," $5,942 "," $61,447 "
2518,"Meigs County, TN",Meigs County,TN," $9,053 "," $8,864 "," $13,375 "," $12,981 "," $6,492 "," $4,118 "," $54,884 "
2519,"Monroe County, TN",Monroe County,TN," $8,689 "," $8,649 "," $13,281 "," $11,994 "," $6,282 "," $3,665 "," $52,561 "
2520,"Clarksville, TN-KY MSA",Montgomery County,TN," $12,261 "," $8,515 "," $12,759 "," $13,194 "," $7,528 "," $5,646 "," $59,901 "
2521,"Moore County, TN",Moore County,TN," $8,900 "," $8,247 "," $14,605 "," $13,730 "," $6,213 "," $4,326 "," $56,020 "
2522,"Morgan County, TN HUD Metro FMR Area",Morgan County,TN," $9,022 "," $8,461 "," $13,678 "," $11,937 "," $6,335 "," $4,143 "," $53,576 "
2523,"Obion County, TN",Obion County,TN," $8,479 "," $8,327 "," $13,082 "," $12,293 "," $6,090 "," $3,514 "," $51,785 "
2524,"Overton County, TN",Overton County,TN," $8,819 "," $8,999 "," $13,691 "," $12,473 "," $6,456 "," $4,035 "," $54,472 "
2525,"Perry County, TN",Perry County,TN," $8,826 "," $8,408 "," $13,516 "," $13,730 "," $6,244 "," $4,103 "," $54,827 "
2526,"Pickett County, TN",Pickett County,TN," $8,366 "," $8,193 "," $13,801 "," $12,473 "," $6,000 "," $3,643 "," $52,476 "
2527,"Cleveland, TN MSA",Polk County,TN," $9,293 "," $8,408 "," $14,000 "," $12,924 "," $6,414 "," $4,500 "," $55,538 "
2528,"Putnam County, TN",Putnam County,TN," $9,499 "," $8,300 "," $12,491 "," $12,473 "," $6,449 "," $3,819 "," $53,032 "
2529,"Rhea County, TN",Rhea County,TN," $8,912 "," $8,838 "," $12,938 "," $12,981 "," $6,432 "," $3,999 "," $54,100 "
2530,"Roane County, TN HUD Metro FMR Area",Roane County,TN," $9,788 "," $8,730 "," $13,344 "," $11,937 "," $6,710 "," $4,435 "," $54,945 "
2531,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Robertson County,TN," $12,738 "," $7,978 "," $14,225 "," $13,194 "," $7,506 "," $5,939 "," $61,581 "
2532,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Rutherford County,TN," $15,146 "," $8,488 "," $13,297 "," $13,194 "," $8,564 "," $6,993 "," $65,681 "
2533,"Scott County, TN",Scott County,TN," $8,688 "," $8,435 "," $13,300 "," $11,994 "," $6,204 "," $3,603 "," $52,224 "
2534,"Chattanooga, TN-GA MSA",Sequatchie County,TN," $9,076 "," $8,838 "," $13,732 "," $12,924 "," $6,491 "," $4,479 "," $55,540 "
2535,"Sevier County, TN",Sevier County,TN," $10,614 "," $8,918 "," $12,894 "," $11,994 "," $7,077 "," $4,403 "," $55,900 "
2536,"Memphis, TN-MS-AR HUD Metro FMR Area",Shelby County,TN," $12,098 "," $8,408 "," $11,826 "," $11,189 "," $7,430 "," $4,749 "," $55,700 "
2537,"Smith County, TN HUD Metro FMR Area",Smith County,TN," $9,062 "," $8,515 "," $13,928 "," $12,415 "," $6,369 "," $4,304 "," $54,594 "
2538,"Stewart County, TN",Stewart County,TN," $8,483 "," $8,381 "," $14,143 "," $13,730 "," $6,110 "," $4,140 "," $54,987 "
2539,"Kingsport-Bristol-Bristol, TN-VA MSA",Sullivan County,TN," $9,045 "," $8,542 "," $12,854 "," $12,565 "," $6,372 "," $4,085 "," $53,463 "
